mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
0.5633,0.1152,-2.144,0.4117,9.114,0.1593,not_hand_wash
0.5703,0.1473,-2.384,0.554,9.03,0.2311,not_hand_wash
0.5591,0.05103,-2.589,0.06879,8.976,0.05475,not_hand_wash
0.5671,0.1091,-2.222,0.4869,9.088,0.1621,not_hand_wash
0.5753,0.05258,-2.314,0.07431,9.065,0.07106,not_hand_wash
0.7776,0.2307,-1.774,0.7264,9.184,0.3432,not_hand_wash
0.7425,0.05692,-1.912,0.1282,9.166,0.06194,not_hand_wash
0.7383,0.3384,-1.989,0.4335,9.149,0.2469,not_hand_wash
3.758,2.677,-4.603,2.256,4.7,4.217,not_hand_wash
3.671,2.76,-4.122,2.431,5.535,3.697,not_hand_wash
0.9918,1.233,-2.475,0.8655,8.842,0.8014,not_hand_wash
5.499,0.1905,-4.673,0.8743,5.689,0.6722,not_hand_wash
2.374,2.373,-7.459,0.963,3.508,1.975,not_hand_wash
0.6108,0.2223,-6.861,1.739,5.55,1.517,not_hand_wash
0.7183,0.1141,-2.113,0.5843,9.102,0.2141,not_hand_wash
0.7235,0.04866,-1.904,0.04416,9.167,0.04506,not_hand_wash
0.8239,0.4817,-1.993,0.5074,9.136,0.4067,not_hand_wash
0.6285,0.05113,-2.665,0.04993,8.941,0.05764,not_hand_wash
0.5838,0.3821,-3.219,1.4,8.621,0.7924,not_hand_wash
0.3569,0.04477,-5.927,0.05137,6.954,0.05476,not_hand_wash
0.3448,0.04968,-6.013,0.07148,6.869,0.06482,not_hand_wash
0.3404,0.07085,-6.024,0.1297,6.873,0.1383,not_hand_wash
0.6741,0.2259,-2.529,0.631,8.965,0.459,not_hand_wash
0.7235,0.242,-1.9,1.815,9.005,0.4703,not_hand_wash
-3.736,2.404,-6.626,2.552,-5.331,3.363,hand_wash
-3.297,2.707,-6.105,3.109,-5.786,4.469,hand_wash
-5.522,1.552,-5.901,2.667,-0.9663,4.825,hand_wash
1.776,1.704,0.1825,3.932,8.301,2.369,not_hand_wash
-3.195,5.24,-1.172,1.889,7.266,2.299,not_hand_wash
-10.17,3.585,-0.1561,1.394,0.8489,2.088,not_hand_wash
-10.29,2.661,-0.325,1.318,0.08844,2.144,not_hand_wash
-9.415,3.705,-0.1328,2.239,1.42,3.058,not_hand_wash
-8.72,3.229,-1.656,2.317,2.523,2.527,not_hand_wash
-10.31,2.827,0.5736,1.937,-0.2316,2.152,not_hand_wash
-10.21,2.137,-0.782,1.412,-0.1599,1.69,not_hand_wash
-10.03,2.568,-0.7554,1.318,-0.03118,1.804,not_hand_wash
-5.371,6.873,-1.526,4.003,2.04,3.634,not_hand_wash
-10.06,3.297,-0.8714,1.63,0.09089,1.856,not_hand_wash
-10.56,2.681,-0.81,1.556,-0.1992,1.357,not_hand_wash
-11.12,2.297,-0.1572,1.519,-0.5029,1.421,not_hand_wash
-10.75,2.524,1.289,1.66,-0.2158,1.637,not_hand_wash
-10.7,2.395,0.4512,1.487,-0.6496,1.432,not_hand_wash
-9.688,3.479,0.211,1.61,1.023,3.608,not_hand_wash
-8.827,4.399,1.325,1.941,1.88,4.387,not_hand_wash
-11.28,2.042,-0.3334,1.444,-0.9097,1.351,not_hand_wash
-11.42,2.35,-0.2785,1.419,-0.8419,1.655,not_hand_wash
-11.1,2.262,0.008284,1.376,-0.8282,1.361,not_hand_wash
-10.96,2.249,-0.05984,1.212,-1.086,1.33,not_hand_wash
-10.9,2.195,0.2957,1.387,-1.555,1.606,not_hand_wash
-10.77,1.99,-0.4039,1.09,-0.8909,1.409,not_hand_wash
-11.41,2.393,-0.1533,1.448,-1.054,1.513,not_hand_wash
-6.96,5.912,-0.7765,1.987,3.114,4.983,not_hand_wash
-5.2,1.331,-6.294,2.549,0.05823,4.051,hand_wash
-5.264,1.28,-6.829,1.904,-1.677,3.398,hand_wash
-4.887,1.313,-6.108,2.532,-0.2801,4.765,hand_wash
-5.093,1.443,-6.474,2.092,-1.262,3.986,hand_wash
-3.589,1.026,-2.722,2.226,7.919,1.325,not_hand_wash
-5.238,0.3717,-4.85,0.7099,6.074,0.5101,not_hand_wash
-5.248,0.2294,-4.803,0.4512,6.049,0.3102,not_hand_wash
-5.562,0.6954,-5.077,0.9387,5.39,0.6837,not_hand_wash
-4.066,2.164,-2.675,1.92,7.437,1.991,not_hand_wash
-2.114,2.784,-3.063,1.689,8.219,1.479,not_hand_wash
-2.802,0.09396,-4.227,0.1327,7.832,0.1118,not_hand_wash
-2.756,0.08598,-4.229,0.08963,7.843,0.08616,not_hand_wash
-3.208,0.8136,-2.461,1.762,8.344,0.863,not_hand_wash
-3.851,0.1968,-2.449,0.7938,8.253,0.3002,not_hand_wash
-3.88,0.3646,-3.035,0.6237,8.028,0.4084,not_hand_wash
-4.455,0.3838,-3.304,0.8657,7.573,0.5165,not_hand_wash
-3.942,0.3159,-2.82,0.6258,8.068,0.4003,not_hand_wash
-4.849,1.144,-1.957,1.971,7.75,1.64,not_hand_wash
-3.99,1.394,-0.8578,1.883,8.333,1.093,not_hand_wash
-2.042,2.54,-0.2694,4.825,7.92,3.866,hand_wash
-4.233,2.755,-7.301,2.932,-1.33,4.535,hand_wash
-2.908,2.497,-7.823,3.992,0.5218,5.1,hand_wash
-2.394,2.545,-7.334,4.105,0.4266,5.606,hand_wash
-3.524,2.881,-6.484,2.813,-5.695,4.211,hand_wash
-5.511,1.375,-6.044,2.195,-0.6463,4.322,hand_wash
-5.049,1.227,-6.815,1.941,-0.8457,3.918,hand_wash
-4.139,1.985,-7.578,3.36,-0.735,4.096,hand_wash
-3.537,1.974,-7.689,3.199,0.09568,4.594,hand_wash
-3.177,2.936,-5.087,3.735,-7.088,4.693,hand_wash
-5.622,1.802,-4.581,2.978,-0.8622,5.748,hand_wash
-4.43,2.099,-7.358,3.22,-0.8274,3.876,hand_wash
-2.361,1.858,-7.708,3.243,1.306,4.92,hand_wash
-4.57,1.934,-6.302,3.827,0.06573,4.719,hand_wash
-3.431,2.069,-7.716,3.203,0.1903,4.806,hand_wash
-3.282,2.577,-7.591,3.918,-1.24,5.296,hand_wash
-4.462,1.271,-6.375,2.856,-0.3167,4.845,hand_wash
-8.665,4.535,-3.312,4.668,2.328,3.564,not_hand_wash
-10.54,2.105,-3.497,1.473,1.18,1.416,not_hand_wash
-9.163,1.86,-2.736,1.108,1.285,1.211,not_hand_wash
-9.605,2.375,-2.258,0.9008,1.192,1.003,not_hand_wash
-10.22,2.592,-2.007,1.264,0.8402,1.483,not_hand_wash
-10.0,2.76,-2.971,2.236,-0.08971,1.568,not_hand_wash
-10.16,2.966,-2.245,1.061,0.5583,1.232,not_hand_wash
-11.03,2.421,-2.747,1.26,0.948,1.356,not_hand_wash
-9.586,2.666,-2.416,1.794,1.257,1.758,not_hand_wash
-5.271,8.179,-1.551,4.156,1.994,1.679,not_hand_wash
-2.389,8.483,-1.81,2.148,3.25,2.508,not_hand_wash
-10.33,2.81,-2.752,1.631,1.227,1.048,not_hand_wash
-10.31,3.02,-2.153,1.564,0.6739,1.291,not_hand_wash
-10.68,3.293,-2.323,1.393,0.709,1.178,not_hand_wash
-10.36,2.483,-2.201,1.096,1.083,1.023,not_hand_wash
-7.151,5.865,-0.5592,4.52,2.432,2.981,not_hand_wash
-10.49,4.096,-2.209,2.323,0.9212,1.734,not_hand_wash
-10.3,2.485,-2.206,1.205,0.9352,1.029,not_hand_wash
-10.12,2.373,-2.067,1.189,1.006,1.072,not_hand_wash
-10.97,3.09,-2.335,1.247,0.5651,1.085,not_hand_wash
-10.39,3.302,-2.364,1.598,0.4644,1.121,not_hand_wash
-10.32,3.022,-2.193,1.35,1.07,1.068,not_hand_wash
-9.722,2.706,-2.284,1.69,0.8465,1.427,not_hand_wash
-8.807,2.833,-3.03,2.52,0.3891,2.27,not_hand_wash
-9.252,2.498,-3.225,1.98,0.1091,1.964,not_hand_wash
-9.691,2.256,-1.99,0.6922,1.192,0.8722,not_hand_wash
-9.417,2.242,-1.804,0.7303,1.384,0.7425,not_hand_wash
-9.494,2.193,-2.048,0.7833,1.258,0.7894,not_hand_wash
-9.63,2.744,-1.908,0.9848,1.36,0.9308,not_hand_wash
-9.428,2.88,-1.962,1.018,1.45,0.8584,not_hand_wash
-9.619,2.126,-2.074,0.9333,1.308,0.8517,not_hand_wash
-9.573,2.26,-1.954,0.9106,1.142,0.7767,not_hand_wash
-9.702,2.013,-2.073,1.121,1.264,0.9105,not_hand_wash
-9.938,2.357,-2.436,1.668,1.192,1.049,not_hand_wash
-9.835,3.08,-2.576,1.484,1.216,1.196,not_hand_wash
-1.779,7.642,-3.117,2.485,3.878,2.317,not_hand_wash
-4.512,7.308,-2.638,1.547,3.395,2.622,not_hand_wash
-9.683,2.46,-1.848,0.91,1.881,1.173,not_hand_wash
-9.508,0.564,-1.935,0.2949,0.9525,0.5521,not_hand_wash
-9.418,0.4677,-1.771,0.2263,1.18,0.7666,not_hand_wash
-9.521,1.625,-1.767,0.8648,1.268,1.069,not_hand_wash
-6.768,7.341,-0.7447,6.202,2.542,2.136,not_hand_wash
-6.028,4.857,-2.095,1.917,5.525,3.666,not_hand_wash
-8.397,3.073,-4.017,2.117,2.832,2.091,not_hand_wash
-9.092,3.182,-3.293,1.598,2.43,1.519,not_hand_wash
-9.064,2.92,-3.344,1.229,2.463,1.35,not_hand_wash
-3.835,7.458,-3.435,3.502,1.542,2.307,not_hand_wash
-9.394,2.713,-3.801,2.631,2.928,1.715,not_hand_wash
-9.248,2.876,-3.063,1.601,2.426,1.798,not_hand_wash
-9.039,3.045,-3.213,1.421,2.45,1.482,not_hand_wash
-9.303,3.364,-3.483,1.881,2.581,1.624,not_hand_wash
-9.225,2.803,-3.139,1.43,2.443,1.462,not_hand_wash
-8.75,2.719,-3.482,1.206,2.365,1.084,not_hand_wash
-8.92,2.605,-3.036,1.318,2.478,1.363,not_hand_wash
-9.153,2.793,-2.958,1.212,2.716,1.569,not_hand_wash
-8.118,3.33,-3.605,2.074,2.0,2.338,not_hand_wash
-5.115,4.574,-5.667,2.797,-0.4696,3.995,not_hand_wash
-9.171,2.675,-3.23,1.353,2.151,1.413,not_hand_wash
-8.99,2.578,-3.483,1.731,2.428,1.576,not_hand_wash
-9.184,2.278,-3.119,1.616,2.367,1.64,not_hand_wash
-8.994,2.464,-3.452,1.814,2.317,1.638,not_hand_wash
-9.178,2.435,-3.049,1.477,2.323,1.632,not_hand_wash
-9.039,2.45,-2.91,1.286,2.239,1.286,not_hand_wash
-8.612,2.767,-3.408,2.062,1.696,1.653,not_hand_wash
-1.614,1.283,-4.627,1.787,-8.426,2.651,not_hand_wash
-6.723,3.71,-4.619,2.355,-1.64,4.74,not_hand_wash
-8.703,2.833,-3.558,1.969,2.155,1.628,not_hand_wash
-9.081,2.497,-3.137,1.402,2.087,1.594,not_hand_wash
-9.25,2.506,-3.115,1.456,1.862,1.484,not_hand_wash
-9.099,2.146,-3.128,1.364,2.216,1.465,not_hand_wash
-9.064,1.918,-3.065,1.064,2.278,1.294,not_hand_wash
-9.043,2.441,-2.937,1.356,2.115,1.42,not_hand_wash
-9.249,2.762,-3.424,2.071,1.305,2.214,not_hand_wash
-9.094,2.825,-2.905,1.685,1.766,1.445,not_hand_wash
-7.763,2.878,-4.508,2.405,1.916,1.42,not_hand_wash
-4.66,5.413,-5.275,4.246,2.447,4.202,not_hand_wash
-2.976,3.026,-5.519,3.956,-6.555,4.978,hand_wash
-4.265,2.342,-6.198,2.743,-3.598,4.801,hand_wash
-5.064,1.583,-5.564,2.958,-0.7928,5.379,hand_wash
-4.942,1.657,-4.526,3.375,-0.4876,5.981,hand_wash
-5.336,1.332,-5.106,2.704,-0.7175,5.494,hand_wash
-3.287,1.948,-7.189,2.261,-4.117,4.025,hand_wash
-4.371,2.675,-7.443,3.334,-1.033,4.355,hand_wash
-3.483,2.007,-7.87,3.45,0.8256,4.568,hand_wash
-4.912,1.476,-6.746,2.881,-0.7669,4.003,hand_wash
-5.176,1.323,-6.423,2.701,-0.2074,4.304,hand_wash
-4.595,1.878,-6.778,2.46,-3.677,3.826,hand_wash
-3.58,2.223,-5.405,3.022,-4.786,5.575,hand_wash
-5.513,1.421,-5.402,2.706,-1.477,5.105,hand_wash
-4.684,1.65,-6.848,3.36,0.8511,4.532,hand_wash
-3.176,2.413,-8.212,3.357,-0.3948,4.487,hand_wash
