mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-9.015,3.328,-2.959,1.061,3.147,1.849,not_hand_wash
-8.224,2.843,-3.709,1.971,2.569,1.789,not_hand_wash
-8.723,2.962,-2.985,1.368,2.371,1.396,not_hand_wash
-9.262,3.071,-3.199,1.582,2.454,1.474,not_hand_wash
-9.375,2.965,-3.097,1.449,2.325,1.379,not_hand_wash
-8.992,3.228,-3.536,1.171,2.562,1.433,not_hand_wash
-8.825,2.712,-3.101,1.19,2.08,1.108,not_hand_wash
-8.973,2.955,-3.088,1.25,2.194,1.582,not_hand_wash
-9.296,2.788,-3.523,1.168,2.73,1.222,not_hand_wash
-9.31,2.304,-3.368,1.3,2.645,1.458,not_hand_wash
-9.205,2.676,-3.307,1.708,2.764,1.371,not_hand_wash
2.841,7.049,-6.087,1.923,-0.3284,1.602,not_hand_wash
-0.02957,7.298,-3.437,7.184,1.072,3.065,not_hand_wash
-9.381,2.618,-2.969,2.095,3.286,2.238,not_hand_wash
-9.209,2.333,-3.175,1.301,2.992,1.518,not_hand_wash
-9.184,3.1,-3.443,1.481,2.549,1.57,not_hand_wash
-8.805,2.864,-3.093,1.39,2.447,1.32,not_hand_wash
-9.347,3.167,-3.189,1.915,2.872,2.002,not_hand_wash
-9.771,2.813,-3.291,1.259,2.741,1.411,not_hand_wash
-9.283,3.002,-3.443,1.495,2.622,1.809,not_hand_wash
-8.883,2.762,-3.204,1.659,2.266,1.681,not_hand_wash
-8.73,2.302,-2.966,1.172,1.936,1.517,not_hand_wash
-9.022,3.033,-2.952,1.291,2.526,1.579,not_hand_wash
-9.622,3.165,-3.233,1.555,2.649,1.67,not_hand_wash
-9.152,3.286,-3.317,1.686,2.691,1.393,not_hand_wash
-9.461,3.184,-3.152,1.565,2.61,1.658,not_hand_wash
-9.413,3.775,-3.099,1.562,2.433,1.579,not_hand_wash
-9.088,3.593,-3.371,2.343,1.938,1.463,not_hand_wash
-8.977,2.919,-3.82,1.768,2.477,1.47,not_hand_wash
-9.312,3.158,-3.206,1.554,2.699,1.456,not_hand_wash
-9.453,2.686,-3.299,1.34,2.694,1.422,not_hand_wash
-9.311,2.687,-3.2,1.271,2.655,1.304,not_hand_wash
-8.637,3.037,-3.858,1.346,2.273,1.277,not_hand_wash
-8.368,2.462,-3.511,1.079,2.159,1.038,not_hand_wash
-8.419,2.491,-3.308,1.251,2.348,1.173,not_hand_wash
-8.933,2.744,-3.189,1.328,2.479,1.285,not_hand_wash
-9.354,2.522,-2.985,1.245,2.42,1.262,not_hand_wash
-9.401,2.649,-3.19,1.355,2.368,1.505,not_hand_wash
-8.81,2.741,-3.201,1.261,2.506,1.346,not_hand_wash
-8.819,2.504,-2.867,1.299,2.141,0.985,not_hand_wash
-8.805,2.611,-3.103,1.228,2.944,1.305,not_hand_wash
-9.494,2.626,-3.299,1.248,3.058,1.543,not_hand_wash
-9.156,3.306,-3.271,1.178,2.944,1.432,not_hand_wash
-8.936,2.385,-2.542,1.17,2.822,1.819,not_hand_wash
-8.803,2.628,-2.63,1.267,2.625,1.609,not_hand_wash
-9.099,2.275,-2.734,1.185,2.405,1.374,not_hand_wash
-9.397,1.802,-2.606,1.099,2.574,1.473,not_hand_wash
-7.643,3.25,-4.803,2.257,1.983,1.834,not_hand_wash
-0.9478,1.068,-7.172,1.319,-5.567,1.934,not_hand_wash
-0.3172,1.315,-8.474,2.271,-4.121,2.044,not_hand_wash
-6.852,4.161,-5.472,1.775,2.349,0.9477,not_hand_wash
-8.64,1.676,-2.762,1.18,2.473,1.456,not_hand_wash
-9.278,2.036,-2.995,1.17,2.432,1.577,not_hand_wash
-9.509,3.125,-3.218,1.09,2.359,1.537,not_hand_wash
-9.075,2.908,-3.867,1.819,1.721,1.121,not_hand_wash
-9.047,2.516,-2.973,0.9108,1.97,1.059,not_hand_wash
-8.996,2.649,-3.03,1.136,2.511,1.387,not_hand_wash
-9.437,2.44,-3.113,1.26,3.18,1.466,not_hand_wash
-9.086,2.678,-3.565,1.045,2.916,1.322,not_hand_wash
-8.598,2.586,-4.263,2.655,1.562,1.611,not_hand_wash
-8.433,2.021,-2.831,1.499,2.274,1.731,not_hand_wash
-9.196,2.218,-3.214,1.685,2.542,1.556,not_hand_wash
-9.668,2.277,-3.195,1.477,2.255,1.582,not_hand_wash
-9.502,2.322,-3.329,1.236,2.263,1.693,not_hand_wash
-8.536,2.779,-2.981,1.943,2.163,1.142,not_hand_wash
-9.633,2.519,-3.541,2.026,2.537,1.818,not_hand_wash
-9.289,2.274,-3.393,1.745,2.489,1.606,not_hand_wash
-8.306,1.977,-3.668,1.945,2.038,1.858,not_hand_wash
-8.659,2.255,-2.877,1.432,2.232,1.654,not_hand_wash
-9.306,2.553,-2.942,1.488,2.197,1.566,not_hand_wash
-9.447,2.417,-3.143,1.743,2.529,1.701,not_hand_wash
-9.46,2.438,-3.249,1.164,2.295,1.585,not_hand_wash
-9.014,2.866,-3.005,1.361,2.156,1.415,not_hand_wash
-8.814,2.229,-2.744,1.32,2.126,1.145,not_hand_wash
-8.903,2.406,-2.977,1.269,2.497,1.24,not_hand_wash
-9.345,2.242,-2.84,1.168,2.099,1.302,not_hand_wash
-9.068,2.854,-2.886,1.283,1.827,1.321,not_hand_wash
-8.766,2.034,-2.718,1.221,2.263,1.265,not_hand_wash
-8.823,2.525,-2.893,1.353,2.007,1.335,not_hand_wash
-7.065,3.731,-5.33,2.731,0.03728,2.573,not_hand_wash
-2.287,1.151,-5.294,1.445,-8.35,2.159,not_hand_wash
-1.641,1.128,-4.918,1.704,-8.126,2.993,not_hand_wash
-0.7395,0.8467,-3.287,1.453,-8.652,2.748,not_hand_wash
-1.885,1.377,-4.981,1.787,-8.36,2.696,not_hand_wash
-3.223,1.986,-5.307,1.447,-7.823,3.843,not_hand_wash
-8.121,4.227,-4.431,2.594,0.3433,3.144,not_hand_wash
-8.642,2.61,-3.563,1.845,1.505,2.179,not_hand_wash
-6.998,2.506,-5.291,2.836,0.2407,1.836,not_hand_wash
-8.586,2.882,-4.274,3.006,1.913,1.767,not_hand_wash
-9.516,2.474,-2.949,1.343,2.277,1.82,not_hand_wash
-9.067,2.69,-3.548,1.078,2.316,1.628,not_hand_wash
-8.546,2.279,-2.874,1.351,2.15,1.055,not_hand_wash
-9.001,2.248,-3.208,1.103,2.463,1.425,not_hand_wash
-9.508,2.073,-3.289,1.506,2.281,1.481,not_hand_wash
-9.303,2.745,-3.187,1.446,2.28,1.866,not_hand_wash
-8.956,3.017,-3.411,1.608,1.935,1.509,not_hand_wash
-8.707,2.653,-2.97,1.821,1.535,1.45,not_hand_wash
-9.253,2.746,-3.049,1.421,1.361,1.186,not_hand_wash
-9.513,2.14,-2.874,1.362,2.178,1.687,not_hand_wash
-9.665,1.949,-3.253,1.215,2.137,1.727,not_hand_wash
-9.31,2.645,-3.187,1.632,1.863,1.532,not_hand_wash
-8.643,1.895,-3.048,1.278,2.549,1.508,not_hand_wash
-9.055,2.009,-3.245,1.255,2.304,1.219,not_hand_wash
-9.264,1.839,-3.165,0.8095,2.27,0.943,not_hand_wash
-9.009,2.086,-3.122,1.011,2.373,1.251,not_hand_wash
-8.737,2.128,-2.792,1.2,2.195,1.409,not_hand_wash
-8.974,1.711,-3.055,1.084,2.312,1.191,not_hand_wash
-9.388,2.123,-2.972,1.235,2.099,1.431,not_hand_wash
-9.386,1.896,-2.931,0.913,2.092,1.371,not_hand_wash
-9.016,2.607,-3.034,0.9562,2.199,1.298,not_hand_wash
-8.659,2.476,-2.826,1.622,1.816,1.457,not_hand_wash
-9.365,2.534,-3.206,1.619,2.306,1.52,not_hand_wash
-9.621,2.345,-3.153,1.528,2.234,1.5,not_hand_wash
-8.964,3.236,-3.04,1.79,2.365,1.825,not_hand_wash
-8.264,2.794,-3.818,2.722,-0.9913,1.71,not_hand_wash
-9.496,2.568,-2.809,2.337,1.302,1.58,not_hand_wash
-9.519,2.961,-3.282,1.5,1.805,1.452,not_hand_wash
-8.742,3.127,-2.897,1.292,1.586,1.155,not_hand_wash
-8.861,2.494,-3.021,1.933,2.15,1.689,not_hand_wash
-9.367,2.697,-3.275,1.409,2.644,1.522,not_hand_wash
-8.84,2.248,-3.063,1.573,2.264,1.522,not_hand_wash
-7.511,2.45,-4.963,2.308,1.652,1.178,not_hand_wash
-6.141,3.283,-6.552,2.351,0.993,1.072,not_hand_wash
-6.797,4.712,-5.44,3.367,-0.5768,3.781,not_hand_wash
-9.598,2.01,-4.547,2.166,2.539,1.743,not_hand_wash
-3.642,4.96,-7.6,3.513,2.485,2.71,not_hand_wash
0.8671,1.826,-3.831,5.453,5.186,5.187,not_hand_wash
-0.004766,0.9368,6.711,0.8893,7.327,1.216,not_hand_wash
0.05468,0.8678,5.976,1.012,7.828,1.516,not_hand_wash
-6.161,1.288,-3.512,3.829,1.861,5.735,hand_wash
-4.588,2.103,-6.265,2.474,0.3223,4.818,hand_wash
-4.609,1.186,-6.264,2.399,-1.684,5.067,hand_wash
-4.855,0.9814,-6.215,1.73,-3.657,4.104,hand_wash
-4.763,1.207,-5.975,2.136,-1.474,5.262,hand_wash
-3.944,1.433,-5.064,1.411,-6.977,1.279,hand_wash
-4.265,1.228,-6.874,2.973,0.4996,4.398,hand_wash
-3.287,1.705,-7.886,1.94,-0.9547,4.886,hand_wash
-3.085,2.515,-7.224,2.275,-5.267,2.515,hand_wash
-3.126,1.974,-6.588,2.654,-5.652,3.621,hand_wash
-3.629,1.307,-6.959,1.954,-4.637,2.904,hand_wash
-3.936,2.674,-7.027,4.705,-4.672,4.776,hand_wash
-4.252,2.088,-7.214,3.602,-0.2399,4.058,hand_wash
-5.377,2.22,-7.509,3.196,-2.562,3.646,hand_wash
-3.536,3.308,-7.994,2.085,-2.081,3.319,hand_wash
-4.218,2.535,-7.121,4.19,1.047,5.374,hand_wash
-3.808,1.509,-8.022,2.328,-1.636,3.469,hand_wash
-3.86,2.071,-7.509,4.164,3.165,3.846,hand_wash
-3.194,2.018,-8.289,3.264,1.003,3.588,hand_wash
-3.096,2.211,-7.155,3.866,0.8627,5.675,hand_wash
-2.971,0.9729,-8.248,1.467,0.7049,3.749,hand_wash
-3.661,0.6704,-2.212,3.98,6.998,3.038,hand_wash
-3.784,1.686,-7.417,3.245,-0.8432,4.611,hand_wash
-4.922,2.245,-6.49,2.038,-5.544,2.313,hand_wash
-4.888,1.877,-6.204,1.951,-5.344,2.283,hand_wash
-4.744,1.353,-6.889,2.298,-2.392,4.037,hand_wash
-5.297,1.612,0.4976,2.061,7.739,1.117,hand_wash
-3.854,1.651,-6.278,4.019,0.3583,5.138,hand_wash
-5.263,1.537,-7.206,2.008,-2.169,3.067,hand_wash
-5.052,1.663,-7.132,4.276,1.236,3.94,hand_wash
-4.486,1.414,-6.771,2.679,4.012,3.362,hand_wash
-3.413,2.202,-8.374,2.446,-2.297,3.0,hand_wash
-2.805,1.66,-7.499,3.392,1.554,5.253,hand_wash
-3.244,3.022,-7.94,4.311,-0.0385,5.001,hand_wash
-3.156,2.726,-8.854,2.973,-0.4317,3.746,hand_wash
-3.442,1.484,-6.476,3.448,5.255,3.068,hand_wash
