mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
1.131,0.09113,-5.356,1.425,7.2,1.134,not_hand_wash
1.142,0.09692,-6.562,0.4097,6.249,0.4387,not_hand_wash
1.248,0.1184,-5.977,1.155,6.699,0.935,not_hand_wash
1.257,0.1013,-5.932,0.8141,6.828,0.6695,not_hand_wash
2.181,2.408,-6.521,4.153,4.56,3.037,not_hand_wash
6.083,2.644,-1.872,4.242,6.078,2.657,not_hand_wash
-0.04266,1.494,-1.175,1.561,9.234,1.639,not_hand_wash
0.7364,0.3439,-4.875,1.614,7.599,0.9962,not_hand_wash
-1.134,1.125,-5.654,0.9412,7.063,0.8876,not_hand_wash
0.1624,0.5071,-4.673,1.492,7.794,0.9669,not_hand_wash
0.1677,0.4015,-3.442,2.846,7.964,2.091,not_hand_wash
0.1625,0.2829,-1.781,2.525,8.809,1.592,not_hand_wash
0.3719,0.2365,-3.124,2.567,8.327,1.442,not_hand_wash
0.3304,0.1127,-3.787,0.1653,8.497,0.1107,not_hand_wash
0.8421,0.2695,-3.595,0.3382,8.524,0.2041,not_hand_wash
-5.594,3.083,-1.646,2.68,6.609,0.888,not_hand_wash
-3.6,0.8667,-0.9835,2.347,8.526,1.043,not_hand_wash
-3.096,0.1043,0.5887,0.2993,9.121,0.1458,not_hand_wash
-5.716,1.817,-0.7679,1.328,7.47,0.9864,not_hand_wash
-7.237,0.28,-0.7257,0.5706,6.31,0.3511,not_hand_wash
-7.263,0.09885,-1.002,0.2577,6.263,0.1619,not_hand_wash
-7.475,0.3214,-0.8865,0.3998,6.142,0.3111,not_hand_wash
-7.419,0.4873,-0.749,0.2293,5.996,0.2875,not_hand_wash
-7.235,0.4596,-3.668,2.671,3.564,2.092,not_hand_wash
-7.044,0.2749,-5.243,1.571,2.663,1.246,not_hand_wash
-7.572,0.06094,-1.321,0.124,5.739,0.07947,not_hand_wash
-5.135,2.107,-3.396,1.922,6.547,1.659,not_hand_wash
-2.901,0.07402,-3.295,0.08338,8.285,0.06661,not_hand_wash
-2.822,0.1239,-3.239,0.2163,8.328,0.07348,not_hand_wash
-2.863,0.05838,-3.301,0.1177,8.288,0.0688,not_hand_wash
-2.857,0.05417,-3.274,0.06907,8.303,0.05632,not_hand_wash
-2.813,0.08898,-3.201,0.2006,8.35,0.1133,not_hand_wash
-2.766,0.05907,-2.991,0.06415,8.461,0.05714,not_hand_wash
-2.801,0.05474,-3.005,0.06766,8.439,0.05165,not_hand_wash
-2.804,0.0513,-3.021,0.06309,8.447,0.0561,not_hand_wash
-2.794,0.05375,-3.056,0.06611,8.42,0.05937,not_hand_wash
-2.794,0.05932,-3.036,0.1034,8.438,0.0538,not_hand_wash
-2.785,0.05069,-3.019,0.05906,8.446,0.0555,not_hand_wash
-2.2,1.043,-0.1285,3.75,8.284,1.072,not_hand_wash
-6.882,2.824,-2.993,3.014,5.288,1.984,not_hand_wash
-1.739,0.8891,-3.147,1.553,8.409,0.9628,not_hand_wash
-1.96,0.6194,-4.626,1.759,7.596,1.315,not_hand_wash
-2.433,0.3203,-2.192,0.8471,8.786,0.3624,not_hand_wash
-1.154,0.9828,-4.291,3.491,7.125,1.94,not_hand_wash
0.7738,0.4331,-2.504,0.7003,9.031,0.3471,not_hand_wash
0.1589,0.07993,-2.525,0.08102,9.045,0.06533,not_hand_wash
0.1503,0.07403,-2.613,0.05814,9.01,0.06494,not_hand_wash
0.1331,0.05758,-2.638,0.05413,8.997,0.0605,not_hand_wash
-4.965,1.766,-6.289,3.679,-2.243,4.651,hand_wash
-5.62,1.251,-6.565,1.664,-1.797,3.546,hand_wash
-5.47,1.186,-6.479,1.784,-0.7461,3.806,hand_wash
-5.57,1.093,-6.714,2.371,-1.033,3.726,hand_wash
-5.713,1.165,-5.809,2.418,2.56,3.557,hand_wash
-4.599,1.587,-7.193,3.247,-1.092,4.371,hand_wash
-4.516,2.252,-7.755,3.008,-0.3221,3.375,hand_wash
-3.293,2.54,-7.949,5.398,0.4963,5.065,hand_wash
-2.746,2.06,-6.783,4.299,1.442,6.129,hand_wash
0.8076,0.6362,-1.664,2.165,9.067,0.7772,not_hand_wash
0.7056,0.04971,-2.282,0.07012,9.091,0.08154,not_hand_wash
0.5237,0.4162,-3.05,1.728,8.706,1.231,not_hand_wash
0.3331,0.1563,-3.825,0.9041,8.503,0.7027,not_hand_wash
0.6923,0.2829,-2.492,0.6046,8.97,0.7097,not_hand_wash
0.5928,0.05129,-2.497,0.04098,9.017,0.0492,not_hand_wash
0.585,0.04884,-2.496,0.06934,9.021,0.06474,not_hand_wash
0.5797,0.06684,-1.638,0.2767,9.256,0.1113,not_hand_wash
0.5867,0.05485,-1.842,0.0954,9.213,0.05398,not_hand_wash
0.6059,0.07225,-1.902,0.08356,9.19,0.05334,not_hand_wash
0.6086,0.05881,-2.06,0.07574,9.151,0.05921,not_hand_wash
0.6176,0.05684,-2.037,0.1641,9.156,0.0675,not_hand_wash
4.453,1.719,-5.985,1.985,2.051,4.567,not_hand_wash
5.168,0.457,-7.338,0.8276,-0.7229,2.002,not_hand_wash
2.175,0.1534,-3.104,0.3943,8.536,0.3013,not_hand_wash
2.221,0.06398,-3.299,0.08818,8.412,0.06919,not_hand_wash
2.204,0.05492,-3.384,0.05003,8.371,0.06093,not_hand_wash
1.717,0.7313,-2.936,0.8975,8.615,0.9125,not_hand_wash
0.6237,0.0497,-2.065,0.07288,9.152,0.05881,not_hand_wash
0.6209,0.05022,-2.126,0.04733,9.13,0.0488,not_hand_wash
0.6196,0.0476,-2.112,0.04034,9.133,0.04666,not_hand_wash
0.6229,0.04708,-2.108,0.04216,9.136,0.04882,not_hand_wash
0.6266,0.0517,-2.108,0.04314,9.132,0.04992,not_hand_wash
0.6322,0.05325,-2.111,0.04014,9.132,0.04696,not_hand_wash
0.6267,0.04873,-2.098,0.04236,9.126,0.05224,not_hand_wash
0.6293,0.04582,-2.096,0.03919,9.127,0.04862,not_hand_wash
0.6277,0.04762,-2.121,0.04699,9.129,0.04677,not_hand_wash
0.6233,0.04951,-2.118,0.0408,9.13,0.05199,not_hand_wash
0.6181,0.05222,-2.122,0.03837,9.13,0.05142,not_hand_wash
0.6246,0.0698,-2.127,0.07348,9.137,0.0671,not_hand_wash
0.6997,0.4247,-2.275,1.41,9.037,0.977,not_hand_wash
0.5319,0.2065,-2.154,0.6885,9.112,0.2537,not_hand_wash
0.5006,0.1772,-2.136,0.5056,9.13,0.2201,not_hand_wash
0.5706,0.05115,-2.531,0.05822,9.005,0.05833,not_hand_wash
0.5556,0.07623,-2.16,0.1979,9.109,0.1049,not_hand_wash
0.5668,0.04906,-2.063,0.05104,9.143,0.04614,not_hand_wash
0.5752,0.05203,-1.993,0.04296,9.169,0.04923,not_hand_wash
0.5849,0.04797,-1.993,0.04458,9.159,0.05185,not_hand_wash
0.5753,0.06131,-2.025,0.09389,9.151,0.06301,not_hand_wash
0.5595,0.06546,-2.167,0.1169,9.113,0.08054,not_hand_wash
0.5729,0.06806,-1.932,0.1811,9.177,0.09258,not_hand_wash
0.5694,0.05292,-1.97,0.05415,9.172,0.05818,not_hand_wash
0.5683,0.1356,-1.952,0.5507,9.161,0.1988,not_hand_wash
0.5585,0.1324,-2.32,1.208,8.984,0.4756,not_hand_wash
0.6325,0.1955,-1.77,0.8162,9.188,0.4954,not_hand_wash
0.633,0.05841,-1.945,0.1057,9.17,0.06008,not_hand_wash
0.6655,0.04899,-1.719,0.1192,9.224,0.05696,not_hand_wash
0.6894,0.05143,-1.598,0.05094,9.26,0.05782,not_hand_wash
0.7003,0.04544,-1.592,0.0412,9.257,0.05259,not_hand_wash
0.7223,0.04531,-1.559,0.04133,9.262,0.05454,not_hand_wash
0.7207,0.04682,-1.548,0.0425,9.269,0.0522,not_hand_wash
0.6539,0.1205,-1.952,0.4889,9.159,0.1838,not_hand_wash
0.6274,0.04407,-2.336,0.04031,9.061,0.05086,not_hand_wash
0.6971,0.3783,-2.363,1.243,9.004,1.01,not_hand_wash
0.4072,0.06135,-5.159,0.1408,7.618,0.1354,not_hand_wash
0.4074,0.04272,-5.214,0.04557,7.561,0.05639,not_hand_wash
0.6059,0.4914,-3.654,1.641,8.409,1.104,not_hand_wash
0.6387,0.05236,-2.223,0.09167,9.097,0.05659,not_hand_wash
0.5323,0.08431,-2.157,0.3703,9.118,0.1414,not_hand_wash
0.5868,0.142,-2.159,0.4621,9.103,0.1922,not_hand_wash
0.5643,0.1354,-2.082,0.3553,9.129,0.1772,not_hand_wash
0.571,0.1469,-2.72,0.5203,8.916,0.2138,not_hand_wash
0.5614,0.05336,-2.61,0.04361,8.974,0.05375,not_hand_wash
0.5539,0.04847,-2.6,0.04165,8.969,0.05307,not_hand_wash
0.5606,0.1432,-2.105,0.6437,9.116,0.2118,not_hand_wash
0.5802,0.05511,-2.289,0.1269,9.078,0.06539,not_hand_wash
0.5784,0.0508,-2.318,0.06231,9.063,0.05742,not_hand_wash
0.5775,0.05754,-2.305,0.08256,9.068,0.08361,not_hand_wash
0.6607,0.1978,-2.02,0.7924,9.126,0.3659,not_hand_wash
0.9359,0.1398,-1.385,0.3874,9.281,0.2925,not_hand_wash
0.7496,0.04893,-1.897,0.0902,9.17,0.06232,not_hand_wash
0.7204,0.05322,-2.015,0.05045,9.139,0.04858,not_hand_wash
0.7153,0.04642,-2.084,0.04293,9.13,0.04968,not_hand_wash
0.7405,0.4851,-1.735,0.6555,9.205,0.3851,not_hand_wash
2.351,2.246,-3.724,1.814,7.167,2.916,not_hand_wash
6.319,0.2354,-6.56,0.647,0.8095,1.527,not_hand_wash
5.363,1.79,-5.325,2.153,3.678,3.141,not_hand_wash
0.5586,0.1175,-1.951,0.5652,9.161,0.2818,not_hand_wash
0.5945,0.05566,-2.688,0.05554,8.936,0.05424,not_hand_wash
2.588,2.234,-2.724,1.763,8.051,1.574,not_hand_wash
5.49,0.1528,-4.397,0.388,5.938,0.3582,not_hand_wash
5.62,0.1277,-5.391,0.7258,4.719,1.055,not_hand_wash
2.844,2.393,-7.602,1.141,2.659,2.407,not_hand_wash
0.5698,0.04775,-7.721,0.08113,4.727,0.07357,not_hand_wash
0.5572,0.0469,-7.702,0.04355,4.75,0.05619,not_hand_wash
0.6878,0.2981,-4.739,2.184,7.456,1.757,not_hand_wash
0.7287,0.1459,-2.03,0.6684,9.125,0.259,not_hand_wash
0.7302,0.04803,-1.919,0.04983,9.162,0.05493,not_hand_wash
0.7207,0.04841,-1.905,0.04508,9.165,0.04338,not_hand_wash
0.7259,0.06278,-1.895,0.0497,9.174,0.0503,not_hand_wash
0.7148,0.05484,-1.851,0.04486,9.187,0.05429,not_hand_wash
0.9099,0.6692,-2.35,0.6956,9.025,0.5671,not_hand_wash
0.6284,0.04527,-2.661,0.04424,8.944,0.05647,not_hand_wash
0.6199,0.05548,-2.665,0.05588,8.934,0.05514,not_hand_wash
0.6232,0.04888,-2.69,0.04111,8.936,0.05368,not_hand_wash
0.4673,0.5386,-4.71,1.859,7.724,1.061,not_hand_wash
0.3579,0.04567,-5.919,0.05484,6.958,0.05898,not_hand_wash
0.3551,0.04335,-5.946,0.04654,6.938,0.05225,not_hand_wash
0.3419,0.04764,-6.014,0.04525,6.87,0.05072,not_hand_wash
0.3497,0.05382,-6.035,0.08395,6.844,0.06549,not_hand_wash
0.347,0.0466,-6.037,0.03965,6.842,0.04971,not_hand_wash
0.5131,0.3918,-4.573,1.883,7.763,1.152,not_hand_wash
0.6538,0.05592,-2.479,0.07007,9.005,0.05555,not_hand_wash
0.6336,0.0511,-2.523,0.04458,8.983,0.05471,not_hand_wash
0.6328,0.06307,-2.527,0.1557,9.002,0.1307,not_hand_wash
0.9443,0.6539,0.1696,2.812,9.101,0.7375,not_hand_wash
-3.531,2.227,-7.477,2.202,-4.215,3.454,hand_wash
-3.973,2.538,-5.799,2.597,-6.433,2.851,hand_wash
-3.192,2.142,-6.806,2.764,-4.263,4.782,hand_wash
-3.417,3.178,-5.43,3.244,-7.263,3.516,hand_wash
-4.159,3.779,-4.578,3.352,-3.893,7.044,hand_wash
-5.664,1.618,-5.925,2.508,-0.3363,4.632,hand_wash
-5.356,1.465,-5.915,2.835,-1.644,4.931,hand_wash
-5.073,0.7944,-4.11,2.729,0.6492,6.509,hand_wash
0.8831,1.295,2.512,1.364,9.193,2.007,not_hand_wash
2.696,1.587,-2.216,4.243,7.369,2.339,not_hand_wash
-1.353,5.648,-2.101,1.959,7.18,2.365,not_hand_wash
-5.073,3.989,-0.2461,1.248,7.319,2.262,not_hand_wash
-9.992,3.084,0.1512,1.384,0.586,1.768,not_hand_wash
-10.4,3.986,-0.4479,1.32,1.084,2.309,not_hand_wash
-10.52,2.424,-0.2366,1.392,-0.1036,2.289,not_hand_wash
-10.11,2.918,-0.3921,1.252,0.1951,2.041,not_hand_wash
-8.619,3.878,0.1065,2.179,2.186,3.406,not_hand_wash
-10.15,3.251,-0.3832,2.265,0.7695,2.361,not_hand_wash
-7.099,3.264,-3.125,2.125,4.117,2.476,not_hand_wash
-10.19,2.241,-0.2134,1.412,0.9885,1.352,not_hand_wash
-10.25,2.789,0.237,2.275,-0.04482,2.232,not_hand_wash
-10.46,2.877,0.9481,1.42,-0.5514,1.907,not_hand_wash
-10.33,1.964,-0.763,0.9615,-0.235,1.558,not_hand_wash
-9.94,2.288,-0.9153,1.749,-0.08061,1.801,not_hand_wash
-10.12,2.295,-0.9605,1.271,0.3096,1.812,not_hand_wash
-10.31,3.089,-0.4263,1.308,-0.4818,1.808,not_hand_wash
-0.6469,5.813,-2.984,5.041,4.314,3.623,not_hand_wash
-10.18,3.232,0.104,1.146,-0.3642,1.261,not_hand_wash
-10.18,3.983,-0.2763,1.453,0.06515,2.161,not_hand_wash
-10.07,2.601,-1.467,1.542,0.3465,1.52,not_hand_wash
-10.51,2.713,-0.9374,1.537,-0.2535,1.401,not_hand_wash
-10.51,2.529,-0.5973,1.669,-0.4369,1.22,not_hand_wash
-10.91,2.327,-0.7077,1.154,-0.4495,1.235,not_hand_wash
-11.27,2.228,0.3366,1.587,-0.5382,1.566,not_hand_wash
-10.79,2.669,0.7771,1.772,0.2049,1.63,not_hand_wash
-10.49,2.509,1.829,1.38,-0.3759,1.583,not_hand_wash
-10.9,2.307,1.137,1.421,-0.7209,1.285,not_hand_wash
-10.83,2.432,-0.3029,1.076,-0.9681,1.551,not_hand_wash
-10.84,2.057,-0.009062,0.9527,-0.7348,1.284,not_hand_wash
-7.431,4.477,0.8366,2.405,4.28,4.477,not_hand_wash
-7.808,4.537,1.212,1.927,2.643,4.624,not_hand_wash
-11.18,2.478,0.9848,1.599,-0.5576,1.341,not_hand_wash
-11.22,1.929,-0.6236,1.582,-0.754,1.29,not_hand_wash
-11.57,2.225,-0.2331,1.353,-1.035,1.658,not_hand_wash
-11.27,2.205,-0.3596,1.334,-0.3377,1.435,not_hand_wash
-11.34,2.363,-0.04687,1.349,-1.285,1.45,not_hand_wash
-11.08,2.212,0.2309,1.512,-0.9379,1.356,not_hand_wash
-10.94,2.291,-0.1855,1.205,-0.8009,1.385,not_hand_wash
-11.08,2.289,-0.05265,1.233,-1.161,1.517,not_hand_wash
-11.1,2.357,-0.2397,1.24,-0.9547,1.281,not_hand_wash
-10.99,2.229,0.3644,1.341,-1.08,1.535,not_hand_wash
-10.73,2.195,0.09117,1.495,-1.812,1.601,not_hand_wash
-10.52,1.893,-0.3891,1.1,-1.066,1.166,not_hand_wash
-11.08,1.987,-0.1479,0.9701,-0.8752,1.532,not_hand_wash
-10.92,2.301,-0.06288,1.305,-1.039,1.38,not_hand_wash
-11.83,2.34,-0.2159,1.674,-1.37,1.697,not_hand_wash
-11.37,2.17,-1.319,1.932,-0.342,1.513,not_hand_wash
-0.3064,3.188,-0.4876,1.859,8.504,2.402,not_hand_wash
-4.813,1.269,-6.257,3.063,0.1767,4.329,hand_wash
-5.599,1.273,-6.324,1.904,-0.0855,3.754,hand_wash
-5.338,1.018,-7.009,2.014,-2.141,3.135,hand_wash
-5.216,1.496,-6.622,1.775,-1.099,3.649,hand_wash
-4.702,0.9588,-5.754,2.985,0.0094,5.304,hand_wash
-5.081,1.573,-6.441,1.947,-0.5106,4.149,hand_wash
-5.461,1.232,-6.498,1.911,-1.17,3.791,hand_wash
-4.693,1.54,-6.477,2.246,-1.345,4.164,hand_wash
-3.348,0.7274,-2.103,2.806,8.18,1.406,not_hand_wash
-3.86,1.245,-3.347,1.124,7.643,1.184,not_hand_wash
-5.313,0.4768,-4.722,0.9592,6.173,0.6897,not_hand_wash
-5.147,0.1433,-4.995,0.2071,5.975,0.1663,not_hand_wash
-5.3,0.2712,-4.67,0.5168,6.121,0.3682,not_hand_wash
-5.195,0.1604,-4.942,0.3268,5.974,0.2131,not_hand_wash
-4.995,0.2681,-5.49,0.9516,5.526,0.736,not_hand_wash
-6.174,0.4506,-4.628,0.6758,5.248,0.5554,not_hand_wash
-5.549,1.971,-4.111,1.466,5.937,1.573,not_hand_wash
-2.445,0.7029,-1.106,0.7667,9.109,0.594,not_hand_wash
-2.858,0.4632,-2.471,1.651,8.565,0.7783,not_hand_wash
-1.372,3.764,-3.793,1.414,7.805,1.852,not_hand_wash
-2.815,0.097,-4.202,0.1305,7.85,0.1132,not_hand_wash
-2.792,0.09261,-4.262,0.1157,7.811,0.1021,not_hand_wash
-2.756,0.07521,-4.253,0.07864,7.833,0.09472,not_hand_wash
-2.742,0.1051,-4.187,0.1333,7.871,0.1198,not_hand_wash
-2.639,0.732,-2.754,2.373,8.287,1.195,not_hand_wash
-3.874,0.1583,-1.993,0.4031,8.43,0.2044,not_hand_wash
-3.828,0.1753,-2.551,0.9679,8.234,0.3225,not_hand_wash
-3.931,0.2788,-2.523,0.6133,8.209,0.3286,not_hand_wash
-3.919,0.4029,-2.919,0.6207,8.041,0.388,not_hand_wash
-3.822,0.2737,-3.178,0.6267,7.968,0.46,not_hand_wash
-4.582,0.4765,-2.866,1.005,7.71,0.662,not_hand_wash
-4.32,0.1867,-3.657,0.3432,7.49,0.2526,not_hand_wash
-3.99,0.3193,-2.787,0.7638,8.066,0.4253,not_hand_wash
-3.951,0.3844,-2.731,0.504,8.112,0.3849,not_hand_wash
-4.547,1.285,-2.277,2.551,7.591,1.979,not_hand_wash
-5.185,0.9735,-1.495,1.111,7.798,1.479,not_hand_wash
-4.497,0.3781,-1.803,0.7332,8.186,0.6423,not_hand_wash
-3.396,1.688,-0.0257,2.228,8.616,0.8912,not_hand_wash
-3.727,2.164,-0.8049,0.8641,8.581,1.142,not_hand_wash
-1.5,2.873,-0.803,5.513,7.332,4.767,hand_wash
-2.554,2.0,0.3665,3.887,8.508,2.543,hand_wash
-2.189,0.5998,4.073,1.396,8.589,0.9914,hand_wash
-4.43,1.833,-6.534,2.72,-0.471,5.064,hand_wash
-4.033,3.43,-8.073,2.935,-2.068,3.967,hand_wash
-3.594,2.37,-7.624,3.635,-0.1074,4.887,hand_wash
-2.161,2.483,-7.928,4.353,1.149,5.143,hand_wash
-2.042,2.636,-8.102,4.483,-0.4274,5.281,hand_wash
-2.755,2.358,-6.58,3.45,1.054,5.873,hand_wash
-4.902,1.22,-6.658,2.235,-0.3304,4.879,hand_wash
-3.325,2.71,-6.874,2.912,-5.021,4.223,hand_wash
-3.739,3.047,-6.074,2.705,-6.4,4.114,hand_wash
-3.998,3.718,-5.797,2.785,-2.25,6.631,hand_wash
-5.259,1.41,-6.059,2.599,-0.2469,4.36,hand_wash
-5.77,1.293,-6.022,1.697,-1.113,4.257,hand_wash
-4.839,1.255,-6.996,1.875,-1.926,3.577,hand_wash
-5.26,1.159,-6.63,1.983,0.246,3.922,hand_wash
-4.566,1.763,-7.17,3.76,-1.002,4.208,hand_wash
-3.699,2.106,-7.871,3.01,-0.4103,4.005,hand_wash
-3.422,2.147,-7.911,3.025,-0.1941,3.953,hand_wash
-3.628,1.763,-7.548,3.311,0.2589,5.049,hand_wash
-4.248,1.518,-7.229,2.625,0.9364,4.208,hand_wash
-2.891,2.755,-6.199,3.089,-5.872,4.719,hand_wash
-3.475,3.08,-3.894,4.057,-8.33,4.344,hand_wash
-4.298,4.257,-5.104,4.416,-2.173,6.905,hand_wash
-5.74,2.073,-3.97,3.506,0.6997,5.872,hand_wash
-5.479,1.477,-5.221,2.185,-2.483,5.164,hand_wash
-5.292,0.9209,-4.886,1.918,-2.927,5.576,hand_wash
-5.029,1.724,-6.692,3.798,-0.9223,4.108,hand_wash
-3.792,2.26,-8.035,2.312,-0.5941,3.934,hand_wash
-2.768,2.167,-7.89,3.437,0.7733,4.667,hand_wash
-1.964,1.378,-7.566,3.048,1.717,4.972,hand_wash
-4.773,1.813,-4.828,4.408,1.916,5.446,hand_wash
-4.375,2.035,-7.831,2.369,-1.772,2.796,hand_wash
-3.932,2.012,-7.481,3.054,0.05548,5.077,hand_wash
-2.918,2.001,-7.89,3.414,0.4473,4.6,hand_wash
-2.898,2.962,-8.64,4.608,-2.469,4.506,hand_wash
-3.771,2.051,-6.661,2.673,-0.007634,5.689,hand_wash
-4.943,1.748,-6.816,2.073,-0.2026,4.305,hand_wash
-4.286,1.269,-5.799,3.557,2.171,4.775,hand_wash
-4.655,1.251,-6.974,1.753,-2.791,3.422,hand_wash
-5.015,0.6129,-4.266,3.556,3.363,5.137,hand_wash
-6.304,4.981,-3.376,6.544,4.224,4.006,not_hand_wash
-11.02,2.305,-3.246,0.9825,0.4428,1.506,not_hand_wash
-10.53,2.497,-4.332,1.506,0.8527,1.502,not_hand_wash
-10.54,1.63,-2.66,0.8189,1.49,1.248,not_hand_wash
-9.105,2.347,-3.135,1.295,1.233,1.148,not_hand_wash
-9.209,1.195,-2.331,0.6747,1.35,1.265,not_hand_wash
-9.399,2.215,-2.397,0.7629,1.319,1.253,not_hand_wash
-9.871,2.525,-2.115,1.003,1.054,0.629,not_hand_wash
-9.921,2.363,-2.105,0.7309,0.9323,1.001,not_hand_wash
-10.44,2.796,-1.916,1.628,0.7185,1.843,not_hand_wash
-10.25,2.625,-3.345,2.939,-0.6261,1.692,not_hand_wash
-9.771,2.862,-2.624,1.168,0.4087,1.252,not_hand_wash
-9.975,3.364,-2.203,1.269,0.7422,1.173,not_hand_wash
-10.53,2.49,-2.152,1.048,0.2965,1.36,not_hand_wash
-11.38,2.469,-2.634,0.9196,0.7925,1.391,not_hand_wash
-10.66,2.324,-2.982,1.312,1.257,1.169,not_hand_wash
-9.562,2.981,-2.58,2.317,1.064,1.973,not_hand_wash
-9.651,2.322,-2.328,0.9526,1.435,1.45,not_hand_wash
-9.923,2.394,-2.077,0.9485,1.1,1.166,not_hand_wash
0.6039,8.984,-0.7203,5.759,2.893,1.634,not_hand_wash
3.763,6.918,-1.137,2.407,5.252,1.855,not_hand_wash
-9.588,1.941,-2.772,1.272,1.172,1.151,not_hand_wash
-9.776,2.371,-2.806,1.991,1.51,1.033,not_hand_wash
-10.81,3.089,-2.541,1.131,0.9126,0.9995,not_hand_wash
-10.25,3.422,-2.27,1.825,0.8432,1.302,not_hand_wash
-10.75,2.999,-2.133,1.249,0.6092,1.301,not_hand_wash
-10.29,2.729,-2.456,1.338,0.8183,1.009,not_hand_wash
-10.54,3.515,-2.29,1.506,0.626,1.315,not_hand_wash
-10.7,2.498,-2.057,1.06,0.6865,1.031,not_hand_wash
-10.11,2.305,-2.183,1.028,1.276,1.016,not_hand_wash
-9.89,2.441,-1.968,0.9339,0.6403,1.502,not_hand_wash
-5.177,8.162,0.5687,6.657,4.349,3.187,not_hand_wash
-10.04,3.985,-2.171,1.223,1.338,1.094,not_hand_wash
-10.44,3.366,-2.037,1.771,0.6049,1.576,not_hand_wash
-10.5,2.264,-2.469,1.222,0.728,1.048,not_hand_wash
-9.75,2.5,-1.977,1.048,1.237,0.9419,not_hand_wash
-10.24,2.384,-2.095,1.245,0.8212,0.9021,not_hand_wash
-10.5,2.495,-2.113,1.166,1.04,1.177,not_hand_wash
-10.56,3.109,-2.02,1.173,0.6507,1.133,not_hand_wash
-10.72,3.186,-2.392,1.433,0.3355,1.028,not_hand_wash
