mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
0.7486,0.05142,-2.94,0.03995,8.849,0.0575,not_hand_wash
0.8418,0.1502,-3.1,0.2295,8.774,0.1321,not_hand_wash
1.123,0.07395,-4.372,0.7588,8.038,0.4782,not_hand_wash
1.147,0.1011,-6.829,0.2535,5.987,0.2824,not_hand_wash
1.155,0.1008,-6.518,0.3832,6.293,0.3981,not_hand_wash
1.146,0.08377,-6.672,0.485,6.132,0.5251,not_hand_wash
1.221,0.1201,-6.675,0.196,6.127,0.2003,not_hand_wash
1.294,0.1104,-4.749,0.97,7.729,0.6994,not_hand_wash
1.254,0.121,-5.729,0.608,7.053,0.4741,not_hand_wash
1.267,0.08717,-6.605,0.1585,6.219,0.1678,not_hand_wash
0.5878,1.512,-6.53,2.176,5.716,2.872,not_hand_wash
5.344,2.252,-4.92,6.152,3.318,2.586,not_hand_wash
7.447,0.5469,0.2279,1.155,5.72,0.5558,not_hand_wash
3.215,2.635,-4.609,4.864,6.645,3.721,not_hand_wash
-0.3726,1.587,-1.412,1.041,9.74,1.295,not_hand_wash
0.04347,0.6206,-1.043,1.245,9.378,0.6124,not_hand_wash
0.91,0.3637,-5.022,1.672,7.455,1.036,not_hand_wash
0.3279,1.342,-6.103,0.8561,6.644,0.9747,not_hand_wash
-1.542,0.2637,-5.732,0.4819,7.091,0.2899,not_hand_wash
-0.8858,0.4224,-4.734,0.3972,7.898,0.2858,not_hand_wash
0.1855,0.3276,-4.583,1.065,8.023,0.663,not_hand_wash
0.6772,0.3589,-6.296,2.441,5.935,1.857,not_hand_wash
0.05164,0.2646,-2.573,1.728,8.784,0.8622,not_hand_wash
-0.06101,0.1798,-1.502,0.4711,9.315,0.2726,not_hand_wash
0.1461,0.1988,-0.5889,0.8878,9.474,0.3256,not_hand_wash
0.4141,0.4018,-5.42,3.096,6.662,1.962,not_hand_wash
0.3806,0.1678,-1.343,1.722,9.155,0.6676,not_hand_wash
0.2399,0.1058,-3.588,0.6294,8.6,0.2494,not_hand_wash
0.3318,0.08247,-3.762,0.1165,8.501,0.08337,not_hand_wash
0.4808,0.08496,-3.613,0.1867,8.568,0.1332,not_hand_wash
0.9497,0.2412,-3.598,0.2119,8.538,0.1112,not_hand_wash
-0.008335,1.61,-4.711,1.582,7.614,1.051,not_hand_wash
-7.665,0.4472,-0.4095,0.8635,6.272,0.8406,not_hand_wash
-5.461,1.254,-1.141,1.857,7.254,0.7231,not_hand_wash
-3.197,0.6392,-0.83,2.766,8.903,0.9304,not_hand_wash
-3.158,0.1089,0.389,0.2299,9.092,0.1854,not_hand_wash
-3.069,0.1013,0.6592,0.3457,9.127,0.1207,not_hand_wash
-3.18,0.1706,0.7169,0.3977,8.864,0.6422,not_hand_wash
-6.657,1.104,-1.406,1.148,6.983,0.5732,not_hand_wash
-7.013,0.3503,-0.964,0.7073,6.634,0.3354,not_hand_wash
-7.31,0.1961,-0.8913,0.539,6.395,0.3161,not_hand_wash
-7.386,0.1328,-0.7734,0.5049,6.095,0.3003,not_hand_wash
-7.232,0.05916,-1.006,0.1763,6.276,0.0805,not_hand_wash
-7.256,0.06045,-0.8934,0.07481,6.267,0.06627,not_hand_wash
-7.454,0.2298,-0.7259,0.3391,6.033,0.3256,not_hand_wash
-7.27,0.7146,-1.022,0.446,6.277,0.3488,not_hand_wash
-7.665,0.08357,-0.7032,0.2137,5.837,0.0821,not_hand_wash
-7.671,0.08465,-0.6464,0.2846,5.761,0.2334,not_hand_wash
-7.021,0.3499,-5.486,1.337,2.46,1.513,not_hand_wash
-6.806,0.1426,-6.152,0.2095,1.587,0.3661,not_hand_wash
-7.037,0.1245,-5.602,0.4122,2.665,0.677,not_hand_wash
-7.579,0.1126,-1.314,0.3532,5.663,0.3281,not_hand_wash
-7.574,0.05409,-1.308,0.05929,5.75,0.05479,not_hand_wash
-7.543,0.2175,-1.641,0.8454,5.848,0.245,not_hand_wash
-3.721,1.13,-4.711,1.66,6.716,2.105,not_hand_wash
-2.867,0.07526,-3.222,0.1136,8.317,0.08489,not_hand_wash
-2.91,0.05586,-3.311,0.08154,8.271,0.05984,not_hand_wash
-2.823,0.1759,-3.232,0.2936,8.334,0.08824,not_hand_wash
-2.847,0.0741,-3.26,0.09793,8.318,0.06092,not_hand_wash
-2.883,0.06405,-3.348,0.08258,8.256,0.05416,not_hand_wash
-2.847,0.05286,-3.265,0.1301,8.306,0.07132,not_hand_wash
-2.851,0.04749,-3.24,0.07006,8.324,0.05207,not_hand_wash
-2.861,0.05476,-3.297,0.05015,8.295,0.05566,not_hand_wash
-2.866,0.06055,-3.339,0.06861,8.268,0.06194,not_hand_wash
-2.789,0.08829,-3.124,0.2017,8.399,0.1009,not_hand_wash
-2.731,0.06011,-2.99,0.07149,8.465,0.05402,not_hand_wash
-2.788,0.04772,-2.979,0.06093,8.46,0.05437,not_hand_wash
-2.794,0.05903,-3.011,0.04727,8.439,0.05379,not_hand_wash
-2.808,0.05097,-2.994,0.07998,8.441,0.05139,not_hand_wash
-2.801,0.05214,-3.028,0.05031,8.443,0.05295,not_hand_wash
-2.807,0.05063,-3.012,0.07006,8.453,0.0605,not_hand_wash
-2.788,0.05065,-3.082,0.05249,8.408,0.05877,not_hand_wash
-2.796,0.05378,-3.033,0.06751,8.434,0.05673,not_hand_wash
-2.806,0.06298,-3.067,0.07067,8.425,0.05093,not_hand_wash
-2.782,0.05865,-3.003,0.1176,8.447,0.05385,not_hand_wash
-2.782,0.05263,-3.029,0.06913,8.449,0.05358,not_hand_wash
-2.787,0.049,-3.013,0.05036,8.445,0.05638,not_hand_wash
-2.786,0.05519,-3.02,0.07942,8.45,0.05737,not_hand_wash
-1.571,1.119,2.635,3.486,8.145,1.489,not_hand_wash
-8.934,1.283,-0.5617,1.243,5.687,1.205,not_hand_wash
-4.273,1.892,-5.978,1.622,4.775,2.569,not_hand_wash
-2.138,0.4912,-3.029,1.37,8.423,0.736,not_hand_wash
-1.318,1.016,-3.274,1.754,8.367,1.189,not_hand_wash
-1.728,0.7239,-5.903,1.588,6.725,1.298,not_hand_wash
-2.188,0.3154,-3.271,0.497,8.504,0.3627,not_hand_wash
-2.431,0.3296,-2.513,0.9468,8.734,0.3636,not_hand_wash
-2.516,0.2336,-1.976,0.7608,8.818,0.3764,not_hand_wash
-1.779,0.411,-7.224,0.8271,5.433,0.8738,not_hand_wash
-0.2745,0.8194,-1.001,2.368,8.948,0.9079,not_hand_wash
1.103,0.2919,-2.677,0.559,9.013,0.4731,not_hand_wash
0.379,0.199,-2.531,0.1305,9.028,0.08987,not_hand_wash
0.1624,0.07813,-2.529,0.08852,9.054,0.06652,not_hand_wash
0.1558,0.08045,-2.533,0.0689,9.034,0.06193,not_hand_wash
0.1752,0.07314,-2.618,0.05505,9.01,0.06726,not_hand_wash
0.1145,0.05529,-2.617,0.06053,9.008,0.06243,not_hand_wash
0.1326,0.05813,-2.643,0.05713,8.991,0.05672,not_hand_wash
0.1409,0.05938,-2.619,0.05666,9.0,0.06491,not_hand_wash
0.2762,0.2359,-2.564,0.3869,9.123,0.3666,not_hand_wash
-5.171,1.68,-5.819,4.866,-0.2717,5.237,hand_wash
-4.78,1.827,-6.746,1.683,-4.068,3.002,hand_wash
-5.253,1.343,-6.437,1.4,-2.695,3.285,hand_wash
-5.873,1.109,-6.66,1.901,-1.04,3.496,hand_wash
-5.977,1.045,-6.533,2.189,0.7012,3.184,hand_wash
-5.152,1.212,-6.305,1.424,-1.785,4.149,hand_wash
-5.431,1.124,-7.071,1.949,-2.637,2.558,hand_wash
-5.586,0.9408,-6.627,2.553,0.6767,3.954,hand_wash
-5.53,1.368,-6.951,1.427,0.7304,2.947,hand_wash
-5.948,0.8501,-4.095,2.844,4.802,3.208,hand_wash
-4.3,1.546,-6.811,3.727,0.02011,4.863,hand_wash
-4.919,1.586,-7.515,2.697,-2.125,3.563,hand_wash
-5.049,1.589,-7.602,2.613,-1.48,3.207,hand_wash
-3.884,2.672,-7.985,3.283,0.7048,3.189,hand_wash
-3.684,2.898,-8.702,3.855,-2.005,4.618,hand_wash
-3.002,2.02,-7.152,6.534,2.972,4.145,hand_wash
-2.27,2.143,-8.58,3.079,-2.086,3.935,hand_wash
-3.305,1.882,-4.638,4.741,5.701,5.208,hand_wash
0.8571,0.8851,-1.124,2.946,9.047,1.022,not_hand_wash
0.7574,0.145,-2.213,0.3226,9.091,0.3993,not_hand_wash
0.7068,0.04105,-2.288,0.05185,9.08,0.04488,not_hand_wash
0.7023,0.06591,-2.306,0.1869,9.118,0.1414,not_hand_wash
0.6727,0.5223,-2.127,1.968,9.034,1.639,not_hand_wash
0.3526,0.1138,-4.095,0.257,8.315,0.09241,not_hand_wash
0.3338,0.04237,-4.046,0.05952,8.339,0.04823,not_hand_wash
0.4054,0.3422,-3.41,1.387,8.599,1.018,not_hand_wash
0.7413,0.3294,-2.549,0.7492,9.024,0.907,not_hand_wash
0.5814,0.05132,-2.467,0.04696,9.035,0.05903,not_hand_wash
0.5982,0.05061,-2.492,0.0409,9.022,0.04868,not_hand_wash
0.5856,0.05297,-2.506,0.04209,9.01,0.04985,not_hand_wash
0.5821,0.05001,-2.498,0.03719,9.009,0.05658,not_hand_wash
0.591,0.04476,-2.425,0.1918,9.054,0.08285,not_hand_wash
0.5724,0.08077,-1.485,0.3022,9.291,0.1347,not_hand_wash
0.5864,0.05263,-1.761,0.06278,9.234,0.05678,not_hand_wash
0.5842,0.05009,-1.822,0.04608,9.221,0.04871,not_hand_wash
0.5919,0.05802,-1.894,0.1227,9.194,0.05484,not_hand_wash
0.5971,0.06684,-1.882,0.07193,9.196,0.05069,not_hand_wash
0.6171,0.07617,-1.932,0.09198,9.185,0.05689,not_hand_wash
0.6115,0.06619,-2.039,0.07831,9.157,0.06478,not_hand_wash
0.6021,0.04754,-2.103,0.04708,9.136,0.05032,not_hand_wash
0.609,0.05069,-2.097,0.04481,9.139,0.04465,not_hand_wash
0.7026,0.2314,-1.98,0.3457,9.346,0.4552,not_hand_wash
4.7,1.323,-6.111,1.589,2.535,3.719,not_hand_wash
5.442,0.08431,-7.34,0.1765,-1.934,0.1537,not_hand_wash
5.337,0.07249,-7.455,0.1077,-1.482,0.2182,not_hand_wash
4.155,1.26,-6.012,2.222,2.941,4.271,not_hand_wash
2.127,0.1199,-3.15,0.3935,8.502,0.2864,not_hand_wash
2.191,0.0717,-3.114,0.1211,8.506,0.0854,not_hand_wash
2.217,0.06279,-3.289,0.0663,8.415,0.06385,not_hand_wash
2.232,0.05119,-3.374,0.06155,8.378,0.06169,not_hand_wash
2.207,0.05575,-3.382,0.04983,8.369,0.06,not_hand_wash
2.198,0.05778,-3.374,0.04643,8.381,0.06022,not_hand_wash
2.18,0.3553,-3.295,0.9437,8.172,0.9486,not_hand_wash
0.7084,0.1781,-2.093,0.357,9.326,0.3769,not_hand_wash
0.6212,0.0454,-2.063,0.07161,9.154,0.05633,not_hand_wash
0.6174,0.04901,-2.116,0.04083,9.133,0.04506,not_hand_wash
0.625,0.05131,-2.127,0.04613,9.13,0.04618,not_hand_wash
0.6162,0.04917,-2.121,0.04552,9.133,0.05353,not_hand_wash
0.6193,0.04638,-2.115,0.04028,9.134,0.0475,not_hand_wash
0.6185,0.05003,-2.111,0.04298,9.134,0.04713,not_hand_wash
0.629,0.04477,-2.107,0.03778,9.137,0.05063,not_hand_wash
0.6212,0.04833,-2.111,0.04472,9.139,0.04487,not_hand_wash
0.626,0.05187,-2.102,0.04158,9.123,0.05156,not_hand_wash
0.6298,0.05558,-2.106,0.04465,9.14,0.04752,not_hand_wash
0.6393,0.05271,-2.116,0.04155,9.129,0.04761,not_hand_wash
0.6224,0.05072,-2.103,0.03789,9.124,0.04693,not_hand_wash
0.62,0.0502,-2.09,0.04027,9.131,0.05312,not_hand_wash
0.6338,0.04586,-2.107,0.04098,9.125,0.05111,not_hand_wash
0.6326,0.04394,-2.096,0.0373,9.129,0.04773,not_hand_wash
0.6238,0.04745,-2.089,0.04561,9.134,0.04879,not_hand_wash
0.623,0.04742,-2.136,0.04043,9.12,0.04366,not_hand_wash
0.6271,0.04996,-2.125,0.04439,9.133,0.04858,not_hand_wash
0.6213,0.04875,-2.114,0.04057,9.126,0.05653,not_hand_wash
0.6272,0.05588,-2.123,0.03736,9.13,0.05189,not_hand_wash
0.6141,0.04941,-2.117,0.03649,9.132,0.05215,not_hand_wash
0.6177,0.04459,-2.129,0.03635,9.129,0.04497,not_hand_wash
0.6328,0.05264,-2.122,0.04402,9.133,0.0466,not_hand_wash
0.7483,0.351,-1.63,1.364,9.218,0.8424,not_hand_wash
0.7278,0.404,-3.048,0.8443,8.811,0.8687,not_hand_wash
0.4235,0.3027,-1.693,0.8713,9.294,0.5935,not_hand_wash
0.6159,0.108,-2.573,0.2976,9.005,0.1476,not_hand_wash
0.4476,0.1895,-1.884,0.4857,9.189,0.216,not_hand_wash
0.5048,0.142,-2.109,0.4563,9.144,0.2379,not_hand_wash
0.5734,0.1164,-2.578,0.08521,8.992,0.07523,not_hand_wash
0.5711,0.05341,-2.529,0.04734,9.001,0.05099,not_hand_wash
0.5827,0.08361,-2.262,0.3021,9.08,0.1395,not_hand_wash
0.5358,0.05213,-2.171,0.06142,9.109,0.05263,not_hand_wash
0.5648,0.05254,-2.084,0.04321,9.134,0.0439,not_hand_wash
0.5687,0.04542,-2.043,0.0497,9.152,0.04725,not_hand_wash
0.5747,0.05064,-2.001,0.04431,9.165,0.05124,not_hand_wash
0.5768,0.05359,-1.986,0.04117,9.171,0.04766,not_hand_wash
0.5829,0.04413,-1.983,0.04006,9.157,0.05094,not_hand_wash
0.5859,0.0518,-2.002,0.04627,9.16,0.05271,not_hand_wash
0.5772,0.05563,-1.995,0.04758,9.166,0.05497,not_hand_wash
0.5763,0.06775,-2.063,0.117,9.133,0.06961,not_hand_wash
0.5553,0.07388,-2.175,0.1365,9.113,0.09017,not_hand_wash
0.5623,0.05695,-2.153,0.1035,9.119,0.06938,not_hand_wash
0.5693,0.08278,-1.874,0.2342,9.187,0.1179,not_hand_wash
0.578,0.04463,-1.984,0.04055,9.165,0.05157,not_hand_wash
0.5716,0.05315,-1.973,0.05533,9.169,0.05458,not_hand_wash
0.5675,0.05705,-1.947,0.1262,9.171,0.1242,not_hand_wash
0.5772,0.1736,-1.652,0.5057,9.257,0.1979,not_hand_wash
0.5644,0.08121,-2.33,0.3369,9.059,0.09718,not_hand_wash
0.5656,0.1025,-1.646,0.3601,9.244,0.1251,not_hand_wash
0.5385,0.1975,-3.047,1.357,8.676,0.5434,not_hand_wash
0.6327,0.2243,-1.714,0.8982,9.237,0.6558,not_hand_wash
0.651,0.0917,-1.774,0.6187,9.194,0.1213,not_hand_wash
0.6268,0.06171,-1.966,0.09901,9.165,0.06367,not_hand_wash
0.6457,0.04429,-1.875,0.05142,9.185,0.05124,not_hand_wash
0.6601,0.05019,-1.756,0.1303,9.211,0.05411,not_hand_wash
0.6781,0.04842,-1.644,0.04676,9.242,0.04999,not_hand_wash
0.6822,0.05354,-1.598,0.04831,9.261,0.06376,not_hand_wash
0.7061,0.04851,-1.584,0.04163,9.266,0.05,not_hand_wash
0.6999,0.04497,-1.593,0.03798,9.252,0.04867,not_hand_wash
0.7034,0.04351,-1.582,0.04593,9.261,0.05946,not_hand_wash
0.7231,0.04671,-1.557,0.04441,9.262,0.05748,not_hand_wash
0.7224,0.04511,-1.558,0.04026,9.266,0.04906,not_hand_wash
0.7252,0.04734,-1.547,0.04311,9.271,0.05284,not_hand_wash
0.7126,0.0472,-1.552,0.04038,9.268,0.04882,not_hand_wash
0.6549,0.1538,-1.929,0.6197,9.158,0.2419,not_hand_wash
0.6301,0.06026,-2.208,0.161,9.097,0.06709,not_hand_wash
0.6251,0.04497,-2.334,0.03604,9.061,0.05078,not_hand_wash
0.6303,0.04401,-2.347,0.04809,9.053,0.0782,not_hand_wash
0.6268,0.05419,-2.375,0.06238,9.068,0.08881,not_hand_wash
0.7005,0.5512,-3.271,2.162,8.496,1.512,not_hand_wash
0.4003,0.05156,-5.178,0.1156,7.587,0.07772,not_hand_wash
0.4027,0.04265,-5.234,0.04501,7.55,0.05415,not_hand_wash
0.4146,0.04318,-5.214,0.04638,7.566,0.05882,not_hand_wash
0.387,0.03899,-5.226,0.05047,7.553,0.05306,not_hand_wash
0.6553,0.674,-3.809,1.813,8.358,1.371,not_hand_wash
0.657,0.05645,-2.303,0.0981,9.071,0.05857,not_hand_wash
0.6444,0.05005,-2.246,0.04416,9.095,0.05188,not_hand_wash
0.6057,0.06702,-1.975,0.2367,9.163,0.08679,not_hand_wash
0.5354,0.08972,-2.162,0.3506,9.123,0.1533,not_hand_wash
0.5304,0.1189,-2.294,0.3142,9.081,0.1342,not_hand_wash
0.5977,0.1449,-2.138,0.5714,9.094,0.2147,not_hand_wash
0.5674,0.1117,-2.189,0.2313,9.099,0.138,not_hand_wash
0.5606,0.1817,-1.944,0.4258,9.168,0.2302,not_hand_wash
0.6026,0.1448,-2.752,0.6569,8.909,0.2254,not_hand_wash
0.546,0.1325,-2.633,0.3746,8.946,0.2122,not_hand_wash
0.5601,0.05397,-2.523,0.1013,9.003,0.06093,not_hand_wash
0.5599,0.05051,-2.616,0.0368,8.968,0.05355,not_hand_wash
0.5617,0.0528,-2.607,0.03676,8.97,0.05083,not_hand_wash
0.5565,0.04994,-2.597,0.04531,8.969,0.05301,not_hand_wash
0.5562,0.04333,-2.607,0.03981,8.974,0.04862,not_hand_wash
0.5528,0.1065,-1.999,0.7031,9.138,0.2125,not_hand_wash
0.5831,0.1711,-1.984,0.4167,9.162,0.175,not_hand_wash
0.5794,0.06737,-2.317,0.132,9.067,0.06476,not_hand_wash
0.5721,0.04418,-2.339,0.04156,9.059,0.0585,not_hand_wash
0.5798,0.04945,-2.322,0.04547,9.062,0.05229,not_hand_wash
0.5792,0.05692,-2.272,0.1085,9.082,0.07983,not_hand_wash
0.5692,0.05753,-2.322,0.06371,9.058,0.08652,not_hand_wash
0.5921,0.05141,-2.32,0.04366,9.075,0.04993,not_hand_wash
0.5905,0.05367,-2.308,0.05264,9.087,0.06754,not_hand_wash
1.036,0.2094,-0.8833,0.7925,9.336,0.6386,not_hand_wash
0.9047,0.08573,-1.526,0.08299,9.246,0.08472,not_hand_wash
0.7704,0.05859,-1.762,0.1144,9.213,0.06843,not_hand_wash
0.7503,0.04154,-1.931,0.04418,9.155,0.05161,not_hand_wash
0.7184,0.05242,-1.975,0.04343,9.146,0.04431,not_hand_wash
0.7198,0.05378,-2.028,0.04512,9.138,0.04744,not_hand_wash
0.7234,0.04072,-2.056,0.03865,9.134,0.04982,not_hand_wash
0.7156,0.05025,-2.096,0.03984,9.128,0.05283,not_hand_wash
0.7076,0.04439,-2.115,0.04639,9.12,0.04862,not_hand_wash
0.7946,0.6725,-1.589,0.7893,9.227,0.5235,not_hand_wash
0.649,0.1339,-1.471,0.4561,9.273,0.1439,not_hand_wash
2.211,1.947,-3.99,1.175,7.682,1.764,not_hand_wash
6.118,0.2306,-6.869,0.8917,-0.4677,1.366,not_hand_wash
6.461,0.1438,-6.276,0.4325,1.901,0.3392,not_hand_wash
6.339,0.0706,-6.504,0.09944,1.671,0.1149,not_hand_wash
5.466,1.438,-5.124,2.289,3.884,2.661,not_hand_wash
0.6859,0.3717,-1.533,0.664,9.464,0.7706,not_hand_wash
0.5638,0.06683,-2.219,0.3284,9.102,0.1291,not_hand_wash
0.5818,0.05782,-2.641,0.06438,8.953,0.05161,not_hand_wash
0.5991,0.05151,-2.707,0.04693,8.93,0.0565,not_hand_wash
0.5995,0.05101,-2.713,0.05692,8.923,0.05989,not_hand_wash
3.882,1.982,-2.223,2.028,7.63,1.852,not_hand_wash
5.324,0.1303,-4.567,0.768,6.086,0.2449,not_hand_wash
5.575,0.09345,-4.436,0.4163,5.851,0.3837,not_hand_wash
5.603,0.07536,-4.782,0.2564,5.564,0.1599,not_hand_wash
5.642,0.1529,-5.813,0.5696,4.233,0.7602,not_hand_wash
5.418,0.8193,-6.902,0.8816,0.4095,1.349,not_hand_wash
0.7813,0.4258,-8.155,1.085,4.648,0.6576,not_hand_wash
